Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
baseL2_0	1.0	0.9999999999999996	0.0	0.9999999999999996	0.0	NA
Coding_UCSCL2_0	0.013632416112370094	0.06119755317146909	0.013915761933418546	4.489120099256525	1.0207847104073755	0.0008436089055073767
Coding_UCSC.extend.500L2_0	0.06084504707893213	0.12226519240407291	0.0217249253402093	2.0094518498023772	0.357053308086463	0.00480391339971252
Conserved_LindbladTohL2_0	0.02526589208575044	0.3532770086364491	0.03846667867874344	13.982368302589709	1.522474589386774	2.300631057405756e-15
Conserved_LindbladToh.extend.500L2_0	0.32011543392820085	0.6457351908488718	0.04213206768664879	2.01719480665123	0.13161523382249246	3.2611150375217847e-13
CTCF_HoffmanL2_0	0.02245033222566283	-0.020408466380695142	0.024590135521665137	-0.9090496379098728	1.0953127675124696	0.08038593840064298
CTCF_Hoffman.extend.500L2_0	0.06670162631125927	0.0849844015622731	0.02725315065073591	1.274097893291212	0.4085830010135085	0.5028935768415292
DGF_ENCODEL2_0	0.13148248520128383	0.28019515331898653	0.06510148746974835	2.1310454612265772	0.49513429389538705	0.024697949261306605
DGF_ENCODE.extend.500L2_0	0.5155588032461472	0.6665055337139032	0.05793717455905294	1.2927827621550443	0.11237743239812654	0.010851851399757632
DHS_peaks_TrynkaL2_0	0.10792381146015398	0.15653663097985787	0.06388968767361845	1.4504364594059207	0.5919888003326018	0.44862291375317165
DHS_TrynkaL2_0	0.16197219366233984	0.28144658858254934	0.07117662524164715	1.7376228735240529	0.4394373110117137	0.09808746594931318
DHS_Trynka.extend.500L2_0	0.47801392313139107	0.7075919201591307	0.05261126891077204	1.4802747073219369	0.11006221025137555	2.396996895548669e-05
Enhancer_AnderssonL2_0	0.004116481375517747	-0.005911216541189666	0.010465377566311437	-1.435987680242131	2.542311409096358	0.33718605038636085
Enhancer_Andersson.extend.500L2_0	0.018142445118474446	0.02301251826493937	0.014915011713391208	1.26843532471297	0.822105929823277	0.7432190619133887
Enhancer_HoffmanL2_0	0.0605969409639971	0.0721827105607899	0.03489183000741202	1.1911939680862165	0.57580183838228	0.7399318179702936
Enhancer_Hoffman.extend.500L2_0	0.1463373146061026	0.27253147047283355	0.032309818650351124	1.86235117957719	0.22079002021678296	0.0001257546222445288
FetalDHS_TrynkaL2_0	0.0817871155592394	0.2661678749950044	0.05537019007805784	3.2543986075926075	0.6770038251068109	0.001319431097312935
FetalDHS_Trynka.extend.500L2_0	0.273344327839603	0.5118457644879704	0.047177755970186204	1.8725311351195066	0.17259460382097214	1.2026874596211505e-06
H3K27ac_HniszL2_0	0.37121455743757215	0.5044310437465012	0.027605776665571007	1.3588665466906757	0.0743660939811433	2.661733557649467e-06
H3K27ac_Hnisz.extend.500L2_0	0.4009695094527759	0.5522215695052941	0.030217637410500438	1.3772158642659384	0.07536143446852114	1.2830660796572043e-06
H3K27ac_PGC2L2_0	0.2555036696722902	0.40058289470994923	0.03836325424934492	1.567816600144092	0.1501475665635243	0.0002339943149910315
H3K27ac_PGC2.extend.500L2_0	0.31847665864976926	0.5239164054675094	0.03406103626856565	1.6450700270743028	0.10694986694777774	4.350650201233737e-09
H3K4me1_peaks_TrynkaL2_0	0.1649048448464468	0.4273183164378652	0.056922654209826624	2.5913023770512504	0.3451848504683465	5.318176956321362e-06
H3K4me1_TrynkaL2_0	0.409153823945981	0.6568794464410019	0.04325197801814105	1.6054584070751035	0.10571079991629613	5.271841600868172e-08
H3K4me1_Trynka.extend.500L2_0	0.5811203827980431	0.7742359968137937	0.03548028541544057	1.3323160221741253	0.06105496634725862	1.2367393851356093e-07
H3K4me3_peaks_TrynkaL2_0	0.03954482676942521	0.16903221818689657	0.04173485025936399	4.274445787118402	1.055380783501928	0.002201649077092569
H3K4me3_TrynkaL2_0	0.1262888642963558	0.3246053264164054	0.042294847257760615	2.570340055118955	0.3349055951481945	3.9113696936136445e-06
H3K4me3_Trynka.extend.500L2_0	0.2417387289954856	0.3574099026715669	0.037799424078580036	1.4784966569351055	0.1563647837301483	0.002260868331427914
H3K9ac_peaks_TrynkaL2_0	0.0370092460207822	0.18439603508629676	0.03472818176926634	4.982431551908701	0.9383650169410384	3.321744616774998e-05
H3K9ac_TrynkaL2_0	0.12039034691072659	0.29258793225295254	0.04147516249980967	2.430327179552993	0.34450571465305996	4.5876948961114346e-05
H3K9ac_Trynka.extend.500L2_0	0.2191390969440674	0.4287791165096936	0.03067812107108427	1.956652749277023	0.13999382811600472	1.5372396293178904e-10
