Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
baseL2_0	1.0	1.0000000000000009	1.3319259977643618e-08	1.0000000000000009	1.3319259977643618e-08	NA
Coding_UCSCL2_0	0.013632416112370094	0.06109710175228084	0.013854260103736691	4.481751528758072	1.0162732702360293	0.0008109860727915647
Coding_UCSC.extend.500L2_0	0.06084504707893213	0.122271383248029	0.02188301545299439	2.0095535975082846	0.35965154936286475	0.005084623773995475
Conserved_LindbladTohL2_0	0.02526589208575044	0.35325354311552554	0.0384606370079974	13.981439559569516	1.522235465799705	2.231498327667372e-15
Conserved_LindbladToh.extend.500L2_0	0.32011543392820085	0.6457751128478337	0.04212182875239755	2.017319517910766	0.13158324869098662	3.218026945246767e-13
CTCF_HoffmanL2_0	0.02245033222566283	-0.02038036292351208	0.024547926922978247	-0.9077978320612743	1.0934326795804683	0.08001593399795068
CTCF_Hoffman.extend.500L2_0	0.06670162631125927	0.08497493398624681	0.027241724577853777	1.2739559540829817	0.408411699749746	0.5029572138956505
DGF_ENCODEL2_0	0.13148248520128383	0.28030534499754417	0.0651547202270117	2.1318835323840317	0.4955391596627313	0.024714941066270393
DGF_ENCODE.extend.500L2_0	0.5155588032461472	0.6664564627844138	0.058041878094271866	1.2926875820724224	0.11258051987245475	0.01101090775861657
DHS_peaks_TrynkaL2_0	0.10792381146015398	0.15646934061817075	0.06392572045686333	1.4498129606545636	0.5923226727446059	0.44951133004064325
DHS_TrynkaL2_0	0.16197219366233984	0.28129920911524553	0.07121951490807103	1.7367129675459252	0.43970210748976407	0.09872292694022827
DHS_Trynka.extend.500L2_0	0.47801392313139107	0.7076185267169497	0.05269335322468856	1.4803303679555113	0.11023392975565025	2.4485172952889186e-05
Enhancer_AnderssonL2_0	0.004116481375517747	-0.0058261940149666805	0.01065938381119627	-1.415333505361456	2.589440553427888	0.3496983367708629
Enhancer_Andersson.extend.500L2_0	0.018142445118474446	0.02294096618349871	0.014942141148800832	1.2644914196343873	0.8236012869944005	0.7473490767979052
Enhancer_HoffmanL2_0	0.0605969409639971	0.07221077584962254	0.03484620382631196	1.1916571150435737	0.5750488930953691	0.7390035310684198
Enhancer_Hoffman.extend.500L2_0	0.1463373146061026	0.27254978038783184	0.032290646938571435	1.8624763008768912	0.2206590098054515	0.00012485167964137046
FetalDHS_TrynkaL2_0	0.0817871155592394	0.26620261385871624	0.05545470006009363	3.254823354980681	0.678037117226944	0.0013422256491784645
FetalDHS_Trynka.extend.500L2_0	0.273344327839603	0.511945963915304	0.04718896213574307	1.872897703645459	0.17263560033860773	1.1999369798815952e-06
H3K27ac_HniszL2_0	0.37121455743757215	0.5044369872299261	0.027653211580995835	1.3588825576021712	0.07449387699631453	2.7476267020178396e-06
H3K27ac_Hnisz.extend.500L2_0	0.4009695094527759	0.5521733142720346	0.03031437263930636	1.3770955178751985	0.07560268779707957	1.3763185255823424e-06
H3K27ac_PGC2L2_0	0.2555036696722902	0.40042821970541653	0.03838358093250045	1.5672112272164505	0.15022712191073948	0.00023780554173477407
H3K27ac_PGC2.extend.500L2_0	0.31847665864976926	0.5240337315487062	0.03398226487929197	1.6454384248140124	0.10670252891802183	4.010593046953458e-09
H3K4me1_peaks_TrynkaL2_0	0.1649048448464468	0.4272887849681481	0.05689858118162854	2.59112329517076	0.3450388691406269	5.32961211849247e-06
H3K4me1_TrynkaL2_0	0.409153823945981	0.6568054511396961	0.0432779838035219	1.6052775574851077	0.10577435983889455	5.402701030190272e-08
H3K4me1_Trynka.extend.500L2_0	0.5811203827980431	0.7742193809550719	0.03569934585094868	1.3322874293743996	0.06143192857744809	1.4377369165675525e-07
H3K4me3_peaks_TrynkaL2_0	0.03954482676942521	0.1688683622446573	0.041725806497002985	4.270302237743544	1.0551520870301052	0.0022280125388809582
H3K4me3_TrynkaL2_0	0.1262888642963558	0.32457322984770237	0.04227529411456055	2.5700859031089434	0.3347507664282673	3.890042151422214e-06
H3K4me3_Trynka.extend.500L2_0	0.2417387289954856	0.357367201117778	0.03781539836010598	1.4783200135235746	0.15643086450087265	0.0022804186113244613
H3K9ac_peaks_TrynkaL2_0	0.0370092460207822	0.18440154826102811	0.03473876401626179	4.9825805194053165	0.9386509521635367	3.331842362004765e-05
H3K9ac_TrynkaL2_0	0.12039034691072659	0.2924816464299915	0.04147652843649867	2.429444336154927	0.34451706055183046	4.6408745602853045e-05
H3K9ac_Trynka.extend.500L2_0	0.2191390969440674	0.42881560301724464	0.030680007806535303	1.9568192485829883	0.14000243787792008	1.5476353846584688e-10
Intron_UCSCL2_0	0.3690176692149966	0.5043551582096835	0.023083162848679107	1.3667507013487656	0.06255300158874079	8.34790461154933e-09
Intron_UCSC.extend.500L2_0	0.3778164615303836	0.5177361690099547	0.02093650466725715	1.3703377743595717	0.05541448507153905	6.156436336128813e-11
PromoterFlanking_HoffmanL2_0	0.00793167905771344	0.03700152477157436	0.01595692929884428	4.66503050644629	2.011797146951679	0.06831975240758821
PromoterFlanking_Hoffman.extend.500L2_0	0.03129055943651226	0.08749439541454358	0.022997997643768225	2.796191470851375	0.7349819900289917	0.013526555623909055
Promoter_UCSCL2_0	0.02881251783419969	0.05065206454562722	0.019994086122075493	1.7579881368612835	0.6939374836010703	0.2784540463741666
Promoter_UCSC.extend.500L2_0	0.03572795156109743	0.0694712161104916	0.017771949154879108	1.9444500195229693	0.49742424007958486	0.06284378300156802
Repressed_HoffmanL2_0	0.434135039847117	0.42752316555978254	0.06953059323339257	0.9847700054580647	0.1601589064496571	0.9239141743294262
Repressed_Hoffman.extend.500L2_0	0.6791952705841263	0.6047811294282619	0.04374783508757004	0.8904377807403366	0.0644112775549007	0.09158593016608994
SuperEnhancer_HniszL2_0	0.15905950503920463	0.23775674364282517	0.01930056803228021	1.4947660222142867	0.1213418086993484	0.00010917744549929396
SuperEnhancer_Hnisz.extend.500L2_0	0.16202184843584946	0.24067921357828959	0.018541990584360925	1.485473816659878	0.1144412976605584	5.5168760697235384e-05
