Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
baseL2_0	1.0	0.9999999999999996	0.0	0.9999999999999996	0.0	NA
Coding_UCSCL2_0	0.013888745793710279	0.06963601067548748	0.015319515571363226	5.013844425536478	1.1030164853547029	0.00028644044419537206
Coding_UCSC.extend.500L2_0	0.058914313373373085	0.13318914316366265	0.023708052236788006	2.26072639291522	0.40241582867200315	0.0011051647276683378
Conserved_LindbladTohL2_0	0.025663906335664344	0.37208068163599933	0.0438715771734897	14.498209149046426	1.7094660726891258	3.5378807347079515e-15
Conserved_LindbladToh.extend.500L2_0	0.3015622025738927	0.6609135721649728	0.055876247684732996	2.191632659941947	0.18528929424118218	1.3770111051984202e-13
CTCF_HoffmanL2_0	0.02076364945453396	-0.018009289466454012	0.023787256173654365	-0.867347019409514	1.1456201967645994	0.10352307858477776
CTCF_Hoffman.extend.500L2_0	0.06162286337086739	0.08923607071517686	0.0280367473505324	1.448100036801662	0.45497313524361405	0.3139345341104883
DGF_ENCODEL2_0	0.12345178379893393	0.27990010443755603	0.06451883362931594	2.267282787046882	0.5226237454324504	0.016231368548361907
DGF_ENCODE.extend.500L2_0	0.47890430860305216	0.6714031423255837	0.07551787214009999	1.4019567798085681	0.15768885512929104	0.005619869038230277
DHS_peaks_TrynkaL2_0	0.10138737416390599	0.16076184370096192	0.06183935111377357	1.585619955410516	0.6099314793753524	0.3407351773503976
DHS_TrynkaL2_0	0.15189876076685635	0.2864405973640062	0.06904255896140708	1.8857336025515903	0.4545301002644642	0.05572863991900282
DHS_Trynka.extend.500L2_0	0.4439989433074018	0.7105030216448365	0.06833511197947942	1.6002358391941511	0.15390827615589106	1.4053025968142356e-05
Enhancer_AnderssonL2_0	0.003881774863459692	-0.005032408245969504	0.010218016978952782	-1.2964194016868593	2.632305411408073	0.3796236093291989
Enhancer_Andersson.extend.500L2_0	0.016883975172725326	0.021195917388771315	0.014527587627046834	1.2553866712035668	0.8604364480774028	0.7656552231029871
Enhancer_HoffmanL2_0	0.0569435676738889	0.07621927384133198	0.034728116442584396	1.3385054178170475	0.6098689959412	0.5774195716563766
Enhancer_Hoffman.extend.500L2_0	0.136221119628025	0.27464400609522777	0.037045443751501844	2.016163182663526	0.2719508094828522	5.195134665393673e-05
FetalDHS_TrynkaL2_0	0.07721388052351696	0.27272821844996126	0.054039848967662084	3.5321138712474975	0.6998722069305041	0.0005077983609104751
FetalDHS_Trynka.extend.500L2_0	0.2546678175186709	0.5165618991576716	0.05056205479787368	2.028375254442191	0.1985412027735571	9.157398534118304e-08
H3K27ac_HniszL2_0	0.3463637081107759	0.5168549438607566	0.041976827873375956	1.4922318122759366	0.12119291626232014	2.706528684207329e-06
H3K27ac_Hnisz.extend.500L2_0	0.373784200845214	0.5637826828898336	0.0461914089364276	1.508310628472226	0.12357774574735357	1.8308500844990217e-06
H3K27ac_PGC2L2_0	0.23905619466030142	0.4212704948862396	0.04492958596700167	1.7622237126499252	0.18794570887755724	1.3658134220992661e-05
H3K27ac_PGC2.extend.500L2_0	0.29742005561339935	0.5340301334549533	0.04750302779975718	1.7955417712284707	0.1597169622666733	5.4120994155070004e-09
H3K4me1_peaks_TrynkaL2_0	0.15608982127151008	0.4469586333759614	0.05698868833401718	2.863470723042858	0.36510188729659915	2.4695921499166297e-07
H3K4me1_TrynkaL2_0	0.38353540095252375	0.6710905374053899	0.05537432592275969	1.7497486170473777	0.14437865653401377	8.172218559617703e-09
H3K4me1_Trynka.extend.500L2_0	0.5410208086619185	0.7855354521944302	0.062929699204071	1.4519505342821442	0.11631659669377983	3.454712827608206e-06
H3K4me3_peaks_TrynkaL2_0	0.03768573518007136	0.1807118606623971	0.04283903818060086	4.795232461272497	1.136744128140417	0.0006833246308719136
H3K4me3_TrynkaL2_0	0.1196055187681469	0.331846921871796	0.04494972187637482	2.77451178916815	0.3758164534490171	9.129307247049253e-07
H3K4me3_Trynka.extend.500L2_0	0.2264119934809949	0.36566805971665406	0.04488264217881212	1.6150560493490305	0.19823438453396058	0.0006897532558844323
H3K9ac_peaks_TrynkaL2_0	0.03531627907767661	0.21729967314464957	0.03544872767595337	6.152960584174467	1.003750355409341	2.198748395209116e-07
H3K9ac_TrynkaL2_0	0.11389903864380047	0.314648685615976	0.04194414171856278	2.762522751399029	0.36825720583767024	1.4135694781096424e-06
H3K9ac_Trynka.extend.500L2_0	0.2056042318117887	0.44220689364837273	0.04000790795417892	2.1507674708425824	0.19458698686125483	2.869064890155899e-11
Intron_UCSCL2_0	0.34645123234623665	0.5108417058692942	0.04033980516175451	1.4744981635936827	0.11643718190455069	8.744561675318404e-07
Intron_UCSC.extend.500L2_0	0.3553880069391214	0.5277664899414396	0.03963774790542991	1.4850430505153398	0.11153372407476858	9.420962318701273e-08
PromoterFlanking_HoffmanL2_0	0.007535486576232959	0.03602806546135275	0.015929387911577317	4.78111998433994	2.1139163012802453	0.07179819699951766
PromoterFlanking_Hoffman.extend.500L2_0	0.029384436550480827	0.08801860841280078	0.022424139032039995	2.9954158985349166	0.7631297946964738	0.008273965482291399
Promoter_UCSCL2_0	0.027265949941538813	0.054574518610909686	0.01945410526737048	2.0015630751146922	0.713494498049113	0.1666815336269206
