Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
baseL2_0	1.0	0.9999999999999996	0.0	0.9999999999999996	0.0	NA
Coding_UCSCL2_0	0.013632416112370094	0.060930767978967	0.013925280123817503	4.469550186608392	1.0214829131559198	0.0008949756423828119
Coding_UCSC.extend.500L2_0	0.06084504707893213	0.12292011226239485	0.02201451893878045	2.0202155830849295	0.3618128343334469	0.004908597071340959
Conserved_LindbladTohL2_0	0.02526589208575044	0.3520740816908648	0.03865176451748475	13.934757597157196	1.5298001110075083	3.6096485784371e-15
Conserved_LindbladToh.extend.500L2_0	0.32011543392820085	0.6434687623919295	0.04246171913513426	2.010114771711551	0.13264502312205934	6.402945285553215e-13
CTCF_HoffmanL2_0	0.02245033222566283	-0.01957032967967249	0.024601696780836374	-0.8717167070383829	1.095827738028497	0.08649282693649683
CTCF_Hoffman.extend.500L2_0	0.06670162631125927	0.08966760733066587	0.027261528138466523	1.3443091614024099	0.4087085974673568	0.4005117744294594
DGF_ENCODEL2_0	0.13148248520128383	0.27522636823600816	0.0655708747284093	2.093254989930178	0.49870425424365994	0.03094299049715227
DGF_ENCODE.extend.500L2_0	0.5155588032461472	0.6617656032531489	0.05831251346952829	1.283588989435211	0.11310545587112726	0.014082511093441693
DHS_peaks_TrynkaL2_0	0.10792381146015398	0.15180068852609785	0.06381416312554718	1.4065541836626427	0.5912890052915495	0.49329171399775107
DHS_TrynkaL2_0	0.16197219366233984	0.27725648746891995	0.07129988018492006	1.7117536115298344	0.440198274609761	0.1108003852091567
DHS_Trynka.extend.500L2_0	0.47801392313139107	0.7049432981387191	0.052857982132411906	1.4747338184644305	0.11057833166479317	3.1904621555639095e-05
Enhancer_AnderssonL2_0	0.004116481375517747	-0.00617566483073477	0.010679665305404066	-1.5002290226463204	2.5943674539425894	0.33379154275294864
Enhancer_Andersson.extend.500L2_0	0.018142445118474446	0.021304175892461072	0.014979891838078052	1.1742725830691385	0.8256820809023163	0.8324040207204384
Enhancer_HoffmanL2_0	0.0605969409639971	0.07156837177055708	0.03489529558206761	1.1810558525236203	0.575859028969799	0.753267493766679
Enhancer_Hoffman.extend.500L2_0	0.1463373146061026	0.27231338112992776	0.03232102350821037	1.8608608601498258	0.2208665889162251	0.0001298268383002105
FetalDHS_TrynkaL2_0	0.0817871155592394	0.26707145909765184	0.05547802000161907	3.265446608203327	0.6783222469978865	0.001285673372927113
FetalDHS_Trynka.extend.500L2_0	0.273344327839603	0.5123211854480809	0.047468386836075	1.8742704101352645	0.1736578447090704	1.3287188655287584e-06
H3K27ac_HniszL2_0	0.37121455743757215	0.5064120568780459	0.027835295675972482	1.3642031184706709	0.07498438603301164	2.3384097198890963e-06
H3K27ac_Hnisz.extend.500L2_0	0.4009695094527759	0.5537458533351436	0.03051303686298845	1.3810173598757411	0.07609814747418374	1.2680760919624755e-06
H3K27ac_PGC2L2_0	0.2555036696722902	0.4076751831314136	0.038645591227717484	1.595574668866005	0.15125258778977396	0.0001314520972345076
H3K27ac_PGC2.extend.500L2_0	0.31847665864976926	0.5244169026478194	0.03410338486071696	1.6466415619630193	0.10708283930540939	4.198094375072874e-09
H3K4me1_peaks_TrynkaL2_0	0.1649048448464468	0.4333256745768225	0.05691088358828118	2.6277316168625555	0.34511347220437616	3.236057762109615e-06
